,dire_team_id,duration,league,leagueid,match_id,radiant_team_id,radiant_win,series_id,start_time
0,2634810.0,2680,{'tier': 'premium'},9584,3655990173,1520578.0,False,189613,1514887211
1,1951061.0,1210,{'tier': 'premium'},9584,3655991306,5017210.0,True,189614,1514887259
2,1951061.0,1786,{'tier': 'premium'},9584,3656050304,5017210.0,False,189614,1514889504
3,,1168,{'tier': 'premium'},9584,3656093068,,True,189613,1514891069
4,,1251,{'tier': 'premium'},9584,3656130160,,False,189614,1514892371
5,2634810.0,2633,{'tier': 'premium'},9584,3656158506,1520578.0,False,189613,1514893349
6,,1466,{'tier': 'premium'},9584,3656307892,,True,189630,1514898139
7,,1538,{'tier': 'premium'},9584,3656392742,,True,189630,1514900746
8,,1590,{'tier': 'premium'},9584,3657908283,,True,189770,1514973640
9,4425650.0,4839,{'tier': 'premium'},9584,3657912267,1520578.0,False,189771,1514973802
10,,2673,{'tier': 'premium'},9584,3657984800,,False,189770,1514976584
11,3586078.0,1584,{'tier': 'professional'},5651,3657997215,5092264.0,False,189782,1514977783
12,1520578.0,1638,{'tier': 'premium'},9584,3658079366,4425650.0,True,189771,1514979955
13,5092264.0,1333,{'tier': 'professional'},5651,3658093854,3586078.0,True,189782,1514980443
14,5017210.0,4591,{'tier': 'premium'},9584,3658100750,2643401.0,True,189770,1514980678
15,3586078.0,1278,{'tier': 'professional'},5651,3658181150,5095086.0,False,189796,1514983726
16,5095086.0,1361,{'tier': 'professional'},5651,3658264153,3586078.0,True,189796,1514985827
17,,2708,{'tier': 'premium'},9584,3658305495,,True,189806,1514987107
18,4425650.0,2117,{'tier': 'premium'},9584,3658447169,2643401.0,False,189806,1514991606
19,4425650.0,1790,{'tier': 'premium'},9584,3658547529,2643401.0,False,189806,1514995064
20,,1561,{'tier': 'premium'},9584,3659342482,,False,189892,1515042022
21,,2040,{'tier': 'premium'},9584,3659359036,,False,189894,1515042971
22,,3203,{'tier': 'premium'},9584,3659404443,,False,189892,1515045457
