,dire_team_id,duration,league,leagueid,match_id,radiant_team_id,radiant_win,series_id,start_time
0,7314697.0,2293.0,{'tier': 'professional'},11249.0,5178214128.0,7358582.0,True,397614.0,1577846153.0
1,7407260.0,1358.0,{'tier': 'professional'},11099.0,5178231277.0,7422511.0,False,397615.0,1577847758.0
2,7358582.0,1403.0,{'tier': 'professional'},11249.0,5178251923.0,7314697.0,False,397614.0,1577849577.0
3,7407260.0,1061.0,{'tier': 'professional'},11099.0,5178260622.0,7422511.0,False,397615.0,1577850349.0
4,7314697.0,1862.0,{'tier': 'professional'},11249.0,5178285915.0,7467648.0,False,397620.0,1577852548.0
5,7453020.0,1932.0,{'tier': 'professional'},11099.0,5178299225.0,5066616.0,True,397621.0,1577854235.0
6,7467648.0,2227.0,{'tier': 'professional'},11249.0,5178333151.0,7314697.0,False,397626.0,1577856134.0
7,7453020.0,1383.0,{'tier': 'professional'},11099.0,5178351470.0,5066616.0,True,397621.0,1577857346.0
8,7314697.0,1818.0,{'tier': 'professional'},11249.0,5178384656.0,7467648.0,True,397628.0,1577859415.0
9,7610645.0,2230.0,{'tier': 'professional'},11249.0,5178442162.0,7315013.0,True,397630.0,1577862698.0
10,5805234.0,1837.0,{'tier': 'professional'},11099.0,5178453323.0,7407260.0,True,397632.0,1577864870.0
11,7315013.0,1647.0,{'tier': 'professional'},11249.0,5178511962.0,7610645.0,True,397630.0,1577866193.0
12,6634461.0,3281.0,{'tier': 'professional'},11155.0,5178537475.0,7299398.0,False,397636.0,1577867468.0
13,5805234.0,1179.0,{'tier': 'professional'},11099.0,5178545258.0,7407260.0,True,397632.0,1577867864.0
14,7315013.0,1607.0,{'tier': 'professional'},11249.0,5178576782.0,7610645.0,False,397630.0,1577869289.0
15,2640025.0,1557.0,{'tier': 'professional'},11370.0,5178618386.0,15.0,True,397642.0,1577874437.0
16,7299398.0,3336.0,{'tier': 'professional'},11155.0,5178625303.0,6634461.0,True,397636.0,1577871822.0
17,7405034.0,2247.0,{'tier': 'professional'},11155.0,5178724867.0,6143582.0,True,397652.0,1577876953.0
18,2640025.0,1920.0,{'tier': 'professional'},11370.0,5178725209.0,15.0,True,397642.0,1577876970.0
19,6143582.0,2782.0,{'tier': 'professional'},11155.0,5178800392.0,7405034.0,True,397652.0,1577880340.0
20,6143582.0,3067.0,{'tier': 'professional'},11155.0,5178892262.0,7405034.0,False,397652.0,1577884055.0
21,7299398.0,2904.0,{'tier': 'professional'},11155.0,5179011085.0,7355343.0,False,397668.0,1577888700.0
22,7584150.0,1879.0,{'tier': 'professional'},11468.0,5179036746.0,7009107.0,True,397671.0,1577889799.0
23,7355343.0,2692.0,{'tier': 'professional'},11155.0,5179104922.0,7299398.0,True,397668.0,1577892575.0
